Date,Mean AOD,Slope
2000-02,0.0480873786407767,0.194
2000-03,0.0983983044733045,0.19398871425413589
2000-04,0.1243577092352092,0.19397742850827177
2000-05,0.3196041666666667,0.19396614276240765
2000-06,0.2797381172839506,0.19395485701654352
2000-07,0.1172039925100152,0.1939435712706794
2000-08,0.28939920995671,0.19393228552481528
2000-09,0.1655908961519216,0.19392099977895116
2000-10,0.1782987878787878,0.19390971403308704
2000-11,0.1309182910271546,0.1938984282872229
2000-12,0.095297258953168,0.19388714254135878
2001-01,0.119097375705103,0.19387585679549466
2001-02,0.1318036796536796,0.19386457104963054
2001-03,0.1303280486685032,0.19385328530376641
2001-04,0.2423922727272727,0.1938419995579023
2001-05,0.2459656856261023,0.19383071381203817
2001-06,0.2525794871794872,0.19381942806617405
2001-07,0.2458533362849272,0.19380814232030993
2001-08,0.2512196831955923,0.1937968565744458
2001-09,0.1806093403187721,0.1937855708285817
2001-10,0.0949248010701419,0.19377428508271757
2001-11,0.143468777056277,0.19376299933685345
2001-12,0.086278583083583,0.19375171359098933
2002-01,0.0726804683195592,0.1937404278451252
2002-02,0.062707722681359,0.1937291420992611
2002-03,0.1418163419913419,0.19371785635339697
2002-04,0.3219626623376624,0.19370657060753282
2002-05,0.1709863636363636,0.1936952848616687
2002-06,0.3452423809523809,0.19368399911580458
2002-07,0.335856554171311,0.19367271336994046
2002-08,0.3205882161569862,0.19366142762407634
2002-09,0.2534914580801036,0.19365014187821222
2002-10,0.1925672444979263,0.1936388561323481
2002-11,0.0811527768821303,0.19362757038648398
2002-12,0.093724517309316,0.19361628464061986
2003-01,0.1042589792275781,0.19360499889475574
2003-02,0.112992419651056,0.19359371314889162
2003-03,0.1389492151939907,0.1935824274030275
2003-04,0.1396680573760605,0.19357114165716338
2003-05,0.333896545982827,0.19355985591129926
2003-06,0.2415522619047619,0.19354857016543514
2003-07,0.3290333425160698,0.19353728441957102
2003-08,0.3633288782934237,0.1935259986737069
2003-09,0.2054706078338586,0.19351471292784278
2003-10,0.1239125389295745,0.19350342718197863
2003-11,0.1191799445648091,0.1934921414361145
2003-12,0.0780114517136355,0.1934808556902504
2004-01,0.0886700614536978,0.19346956994438627
2004-02,0.1562365441094852,0.19345828419852215
2004-03,0.12995293278691,0.19344699845265803
2004-04,0.1686850169527441,0.1934357127067939
2004-05,0.2162120946477764,0.1934244269609298
2004-06,0.3311539610389611,0.19341314121506567
2004-07,0.2636639526820476,0.19340185546920155
2004-08,0.2450728021087646,0.19339056972333743
2004-09,0.2207604423572721,0.1933792839774733
2004-10,0.1381683940049849,0.1933679982316092
2004-11,0.0825515968061865,0.19335671248574507
2004-12,0.0635012578002066,0.19334542673988095
2005-01,0.0881732823237368,0.19333414099401683
2005-02,0.1675974242424242,0.1933228552481527
2005-03,0.1291890894847819,0.19331156950228856
2005-04,0.1534547606411302,0.19330028375642444
2005-05,0.2299523887941264,0.19328899801056032
2005-06,0.2814969824872097,0.1932777122646962
2005-07,0.2874242579777698,0.19326642651883208
2005-08,0.3117174206267589,0.19325514077296796
2005-09,0.261817435543369,0.19324385502710384
2005-10,0.1207917137482256,0.19323256928123972
2005-11,0.1065914736079901,0.1932212835353756
2005-12,0.1099043509225389,0.19320999778951148
2006-01,0.080806452560363,0.19319871204364736
2006-02,0.117188646119731,0.19318742629778324
2006-03,0.1823154057788616,0.19317614055191912
2006-04,0.2248240932051264,0.193164854806055
2006-05,0.141154072462625,0.19315356906019088
2006-06,0.253142339856885,0.19314228331432676
2006-07,0.3209327437966074,0.19313099756846264
2006-08,0.2940781270875589,0.1931197118225985
2006-09,0.1878385299160763,0.19310842607673437
2006-10,0.1726935946316325,0.19309714033087025
2006-11,0.0730005552345318,0.19308585458500613
2006-12,0.0617395357600775,0.193074568839142
2007-01,0.1062010978203083,0.1930632830932779
2007-02,0.0949079907510789,0.19305199734741377
2007-03,0.1449152872884691,0.19304071160154965
2007-04,0.1940195034956131,0.19302942585568553
2007-05,0.3306289564475928,0.1930181401098214
2007-06,0.2804115367965368,0.1930068543639573
2007-07,0.3840599388379205,0.19299556861809317
2007-08,0.3558277628454043,0.19298428287222905
2007-09,0.2368997745814791,0.19297299712636493
2007-10,0.1067649227709936,0.1929617113805008
2007-11,0.1971642547545334,0.19295042563463669
2007-12,0.0988338648733131,0.19293913988877257
2008-01,0.0894694002575909,0.19292785414290844
2008-02,0.1133621107434506,0.1929165683970443
2008-03,0.1516717668938786,0.19290528265118018
2008-04,0.142192185271102,0.19289399690531606
2008-05,0.1453375569127842,0.19288271115945194
2008-06,0.2829003239185057,0.19287142541358782
2008-07,0.2322323193870568,0.1928601396677237
2008-08,0.2869313440095258,0.19284885392185958
2008-09,0.2223885666276414,0.19283756817599546
2008-10,0.1285199392275131,0.19282628243013133
2008-11,0.1133751822494648,0.19281499668426721
2008-12,0.0418418581418581,0.1928037109384031
2009-01,0.0795516709650053,0.19279242519253897
2009-02,0.1011828002925928,0.19278113944667485
2009-03,0.1445364141999507,0.19276985370081073
2009-04,0.1331130874929922,0.1927585679549466
2009-05,0.2159374861142469,0.1927472822090825
2009-06,0.2172082155741293,0.19273599646321837
2009-07,0.2109716879822495,0.19272471071735423
2009-08,0.2508201855519363,0.1927134249714901
2009-09,0.4719037662337662,0.19270213922562598
2009-10,0.1197165079408036,0.19269085347976186
2009-11,0.1026504345083141,0.19267956773389774
2009-12,0.0850207671250318,0.19266828198803362
2010-01,0.0533514676843624,0.1926569962421695
2010-02,0.1196889274322169,0.19264571049630538
2010-03,0.1575797369815595,0.19263442475044126
2010-04,0.1222434588139133,0.19262313900457714
2010-05,0.2365832546635633,0.19261185325871302
2010-06,0.2870241519086974,0.1926005675128489
2010-07,0.328672412713549,0.19258928176698478
