Date,Mean AOD,Slope
2000-03,0.2060852708189907,0.2
2000-04,0.2079462007372393,0.19992068149236172
2000-05,0.2992034738860424,0.19984136298472344
2000-06,0.3095160275388454,0.19976204447708515
2000-07,0.2647535405612363,0.19968272596944686
2000-08,0.2893571767356597,0.19960340746180857
2000-09,0.2184089803373114,0.1995240889541703
2000-10,0.2141288347751596,0.199444770446532
2000-11,0.1375071956252188,0.1993654519388937
2000-12,0.1487912096731864,0.19928613343125542
2001-01,0.1390369776239842,0.19920681492361714
2001-02,0.1761500895978378,0.19912749641597888
2001-03,0.2278258871199347,0.1990481779083406
2001-04,0.2667686402412609,0.1989688594007023
2001-05,0.2698109730154965,0.19888954089306402
2001-06,0.3671514189514189,0.19881022238542573
2001-07,0.313354661031785,0.19873090387778744
2001-08,0.3105298008856971,0.19865158537014915
2001-09,0.1638674025462223,0.19857226686251087
2001-10,0.17536977964893,0.19849294835487258
2001-11,0.2306411245585961,0.1984136298472343
2001-12,0.1509065758249568,0.198334311339596
2002-01,0.1588626652401562,0.19825499283195772
2002-02,0.1238904867113275,0.19817567432431943
2002-03,0.1493857249403341,0.19809635581668114
2002-04,0.3040133802372539,0.19801703730904285
2002-05,0.299387230712377,0.19793771880140457
2002-06,0.3218884825659344,0.19785840029376628
2002-07,0.3224470650779757,0.197779081786128
2002-08,0.373623273615332,0.1976997632784897
2002-09,0.2499938617410441,0.19762044477085142
2002-10,0.1851931460476538,0.19754112626321313
2002-11,0.1630349568203517,0.19746180775557484
2002-12,0.1514359940123963,0.19738248924793658
2003-01,0.1527786819216704,0.1973031707402983
2003-02,0.1395763671285901,0.19722385223266
2003-03,0.1899263688390426,0.19714453372502172
2003-04,0.2007790726546843,0.19706521521738343
2003-05,0.3392694617829714,0.19698589670974515
2003-06,0.3186508500873775,0.19690657820210686
2003-07,0.3616873701284053,0.19682725969446857
2003-08,0.3842620824203475,0.19674794118683028
2003-09,0.2223041135723263,0.196668622679192
2003-10,0.1528619718849319,0.1965893041715537
2003-11,0.181736414662318,0.19650998566391542
2003-12,0.122678781546273,0.19643066715627713
2004-01,0.1325394406689261,0.19635134864863885
2004-02,0.1908375190604294,0.19627203014100056
2004-03,0.1929448560735321,0.19619271163336227
2004-04,0.2322607955417837,0.19611339312572398
2004-05,0.2856064432772409,0.1960340746180857
2004-06,0.3669255431944386,0.1959547561104474
2004-07,0.3415797452974509,0.19587543760280912
2004-08,0.3133586222926137,0.19579611909517083
2004-09,0.241093700934076,0.19571680058753255
2004-10,0.1976998717536716,0.1956374820798943
2004-11,0.1202992530427451,0.195558163572256
2004-12,0.1339834797281603,0.1954788450646177
2005-01,0.1502006579121868,0.19539952655697942
2005-02,0.1717748056113059,0.19532020804934114
2005-03,0.2099285614174842,0.19524088954170285
2005-04,0.1837181358232453,0.19516157103406456
2005-05,0.2970451482309673,0.19508225252642628
2005-06,0.2879212009487016,0.195002934018788
2005-07,0.2931930606559784,0.1949236155111497
2005-08,0.3175027456167535,0.1948442970035114
2005-09,0.3197835235230539,0.19476497849587313
2005-10,0.1945223160909185,0.19468565998823484
2005-11,0.1573322784243308,0.19460634148059655
2005-12,0.1257639046161799,0.19452702297295826
2006-01,0.1408156446396644,0.19444770446531998
2006-02,0.1557815457593778,0.1943683859576817
2006-03,0.2195282874009577,0.1942890674500434
2006-04,0.2373068114109858,0.1942097489424051
2006-05,0.2533594251174934,0.19413043043476683
2006-06,0.3050111885527661,0.19405111192712854
2006-07,0.3229916089274492,0.19397179341949028
2006-08,0.3216757076127227,0.193892474911852
2006-09,0.2130251222820189,0.1938131564042137
2006-10,0.2203350996133543,0.19373383789657542
2006-11,0.1556056410178923,0.19365451938893713
2006-12,0.1290077336665669,0.19357520088129884
2007-01,0.1558629837708121,0.19349588237366055
2007-02,0.1721023210258372,0.19341656386602227
2007-03,0.1872770572522211,0.19333724535838398
2007-04,0.2579886398048589,0.1932579268507457
2007-05,0.3380027313372677,0.1931786083431074
2007-06,0.3444734597486312,0.19309928983546912
2007-07,0.4128787383100361,0.19301997132783083
2007-08,0.3319647253818273,0.19294065282019254
2007-09,0.2750085407647281,0.19286133431255426
2007-10,0.1625660542392266,0.19278201580491597
2007-11,0.2521999953641192,0.19270269729727768
2007-12,0.1355758486515267,0.1926233787896394
2008-01,0.1400453333844144,0.1925440602820011
2008-02,0.164350277382427,0.19246474177436282
2008-03,0.1973051825167266,0.19238542326672453
2008-04,0.2605851046437878,0.19230610475908627
2008-05,0.2845241422765084,0.19222678625144798
2008-06,0.2740131627353475,0.1921474677438097
2008-07,0.259136384283584,0.1920681492361714
2008-08,0.3534716443702779,0.19198883072853312
2008-09,0.2311486809123784,0.19190951222089483
2008-10,0.1579228677829088,0.19183019371325655
2008-11,0.1486442090482354,0.19175087520561826
2008-12,0.1265699841206301,0.19167155669797997
2009-01,0.1260471456044539,0.19159223819034168
2009-02,0.138047334724434,0.1915129196827034
2009-03,0.1905517521074582,0.1914336011750651
2009-04,0.1583996103736158,0.19135428266742682
2009-05,0.2566800240172958,0.19127496415978854
2009-06,0.2533385913858391,0.19119564565215025
2009-07,0.3043435317153743,0.19111632714451196
2009-08,0.316362784523643,0.19103700863687367
2009-09,0.372724793511332,0.19095769012923539
